"idnum","p4b23","k5e2a","f1h2","f1e3","m1e4b","f1g7","m1a13","m1g2","m1g3","m1g4","f1f2","m1f5","f1c2f","m1a7","m1b18","m2g6c","f2k6","m2k14","m2d3a","m2g4c","m2g13","f2h8a2","f2h10","m2h8e","m2h8b","m2h19b","m2h19i","m2j16","f2h19","m4d3","m4i7b","p4b15","p4l3","p4l5","p4l11","p4l19","p4l22","p4l28","p4l32","p4l43","m4h1g","m4i0g","m4h4","m4i0p","f4i8a1","f4j24a","p4a22","f4a2","f4i0n1","p4b9","p4b21_1","p4c8","p4h1"
"1185",9,"0","1","2","1","2","1","3","2","3","1","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","1","1","2","1","2","0","1","0","1","0","1","0","0","0","2","2","1","1","1","2","1","1","2","0","0","4","1"
"1186",9,"0","1","2","1","1","1","4","5","4","1","2","2","1","1","1","2","2","1","203","5","2","2","2","2","2","2","2","2","1","2","1","1","1","1","0","1","0","0","1","1","1","1","1","2","2","0","1","1","1","1","4","0"
"1187",9,"0","1","1","1","1","1","4","5","4","2","2","1","1","1","1","2","2","1","6","4","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","2","1","2","2","2","1","1","1","1","0","4","4"
"1188",8,"3","1","2","1","1","1","5","4","3","2","2","1","1","1","1","2","1","2","6","1","2","2","1","2","2","1","1","2","1","2","1","2","1","2","0","0","1","0","0","3","1","1","1","2","2","1","2","1","0","0","4","1"
"1189",10,"0","2","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","2","4","4","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","2","2","2","2","0","1","3","1","0","4","0"
"1190",9,"1","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","0","0","0","1","1","1","1","1","2","2","2","0","1","2","1","1","4","1"
"1191",10,"1","1","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","1","2","1","2","0","1","0","1","1","0","0","0","1","1","1","1","1","2","2","0","1","1","1","0","4","3"
"1192",7,"4","1","4","1","2","1","5","4","3","2","2","1","1","1","1","2","2","1","202","1","2","2","1","1","1","1","1","1","1","2","1","2","0","2","0","1","0","0","0","2","2","2","2","2","2","1","1","3","0","1","4","0"
"1193",9,"0","2","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","1","1","1","2","0","1","0","2","0","0","0","0","0","1","2","1","2","2","1","1","3","3","1","0","4","2"
"1194",10,"1","1","3","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","1","0","1","2","1","2","1","2","2","2","1","3","3","1","0","3","1"
"1195",10,"4","1","3","1","1","1","4","5","3","2","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","1","3","1","1","0","4","0"
"1196",9,"1","1","1","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","3","3","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","4","2","1","0","4","0"
"1197",9,"1","1","2","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","2","2","1","2","2","2","0","1","2","1","0","4","0"
"1198",11,"0","1","2","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","1","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","1","0","1","1","1","2","1","1","2","2","0","1","3","1","0","4","0"
"1199",11,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","3","4","2","2","2","2","2","2","2","2","2","2","0","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","2","0","0","4","0"
"1200",8,"0","1","4","1","2","1","5","5","4","1","3","1","1","1","1","2","2","2","3","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","0","0","0","1","0","3","2","1","2","2","2","0","1","2","1","0","4","0"
"1201",11,"1","1","1","1","2","1","5","5","3","1","2","1","1","1","1","2","1","1","3","1","2","2","1","2","2","1","2","1","1","2","0","2","0","2","0","0","0","0","1","1","2","1","2","2","2","1","4","2","1","1","4","0"
"1202",11,"3","1","3","1","2","1","5","5","4","2","3","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","1","1","0","0","0","0","0","1","1","1","2","2","1","2","2","0","4","4","1","0","3","3"
"1203",8,"0","1","3","1","1","1","4","5","3","2","2","1","1","1","1","2","2","1","3","1","2","2","2","2","2","1","2","2","1","2","1","2","0","2","0","0","0","1","0","4","1","1","1","2","2","1","1","2","0","0","4","0"
"1204",8,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","1","2","1","2","1","2","0","1","0","1","0","2","0","1","1","1","2","2","2","1","4","3","0","0","4","4"
"1205",9,"1","1","2","1","1","1","5","5","3","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","2","1","1","1","1","2","2","0","1","2","1","0","4","0"
"1206",9,"4","1","2","1","1","1","5","5","3","1","3","1","1","1","1","2","2","1","4","1","2","1","2","2","2","2","2","2","1","2","1","2","0","0","0","0","0","1","1","2","2","1","2","1","2","1","3","3","1","0","4","0"
"1207",9,"0","1","2","1","2","1","5","5","4","2","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","1","0","4","0"
"1208",10,"1","1","2","2","1","1","5","5","3","2","2","1","1","1","1","2","1","1","4","5","1","2","1","2","2","2","1","2","1","1","1","2","1","1","1","0","0","0","0","2","1","2","1","2","2","1","1","2","0","1","3","1"
"1209",8,"0","1","1","1","1","1","4","4","4","1","1","1","2","1","1","2","2","1","4","1","2","2","1","2","2","2","2","1","1","1","0","2","0","1","1","1","0","0","1","1","1","1","2","2","2","0","1","1","0","0","4","0"
"1210",8,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","1","1","1","4","1","2","2","1","2","2","1","2","2","1","2","0","1","0","2","0","0","0","0","1","1","1","1","2","2","2","0","1","1","1","0","4","0"
"1211",11,"3","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","1","1","1","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","1","1","1","0","0","4","0"
"1212",12,"2","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","205","1","2","2","1","2","2","2","2","1","1","2","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","0","1","3","1","0","4","1"
"1213",8,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","1","1","2","0","2","1","2","0","0","0","0","0","1","2","1","2","2","2","0","1","2","0","0","4","0"
"1214",9,"0","1","3","1","1","1","5","5","4","1","3","1","1","1","1","1","2","1","4","2","2","2","2","2","2","2","2","2","1","2","0","2","0","1","0","0","0","0","0","1","2","2","2","2","2","0","1","2","1","0","4","0"
"1215",10,"2","1","1","1","2","1","5","5","3","1","2","1","1","1","1","2","1","1","2","1","2","2","1","1","2","2","1","2","1","2","1","2","2","2","1","0","0","0","0","1","2","1","1","2","2","1","1","2","0","0","3","1"
"1216",11,"0","1","2","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","2","1","1","2","2","1","1","2","0","1","3","0"
"1217",7,"0","1","2","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","5","2","1","2","1","1","2","2","2","1","1","2","1","0","2","1","0","1","0","0","2","1","1","1","1","1","2","1","3","2","0","1","3","4"
"1218",9,"1","1","2","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","1","1","2","0","1","0","0","0","0","0","1","1","1","2","1","2","2","2","0","3","2","0","0","4","1"
"1219",10,"2","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","1","1","2","1","2","2","1","2","2","2","2","2","1","2","1","1","0","1","0","0","0","1","1","1","2","1","1","2","2","0","1","2","0","0","4","0"
"1220",9,"0","2","1","1","1","1","5","5","4","2","1","1","1","1","2","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","1","1","1","1","0","0","0","2","1","2","2","2","1","2","2","0","1","2","1","0","4","0"
"1221",9,"2","1","1","1","1","1","4","5","2","2","2","1","1","1","1","2","2","1","3","1","1","2","1","2","2","2","2","1","1","2","1","1","0","2","0","0","0","0","0","2","2","1","2","2","2","1","1","2","1","1","4","1"
"1222",9,"0","1","1","1","2","2","3","3","3","2","1","1","2","1","2","2","2","1","6","1","2","1","1","2","2","1","2","1","1","2","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","1","2","3","0","0","4","0"
"1223",9,"0","1","2","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","2","0","1","1","1","1","2","2","2","0","1","3","1","1","4","1"
"1224",11,"0","1","3","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","4","3","2","2","1","2","2","2","2","2","1","2","0","2","0","2","0","0","0","1","1","1","2","1","2","2","2","0","1","2","0","0","4","0"
"1225",9,"0","1","1","1","1","1","5","5","3","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","1","1","4","1","0","0","4","0"
"1226",7,"0","1","2","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","3","1","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","1","1","1","1","2","2","2","1","1","2","1","0","4","0"
"1227",11,"3","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","1","1","0","4","0"
"1228",10,"3","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","1","2","1","0","0","0","1","1","2","1","2","2","2","0","3","3","1","1","4","0"
"1229",11,"0","1","4","1","2","1","5","5","4","2","2","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","2","1","1","0","2","0","0","0","1","0","1","2","2","2","2","2","1","1","4","0","0","4","1"
"1230",8,"4","1","2","1","1","1","3","5","2","1","3","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","2","2","2","2","1","1","0","2","0","0","0","1","0","2","2","2","2","2","2","1","3","1","1","1","2","0"
"1231",8,"4","1","4","1","2","1","5","5","4","2","1","1","1","1","2","2","2","1","6","1","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","1","1","1","1","1","2","2","2","0","1","3","1","0","4","0"
"1232",11,"4","1","3","2","2","2","4","5","3","2","3","1","1","1","1","2","2","2","5","5","1","2","2","2","2","1","2","2","2","2","1","2","0","1","0","0","1","0","1","4","2","2","2","2","2","1","1","1","0","0","3","0"
"1233",8,"4","1","1","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","0","1","0","1","0","0","0","0","0","2","1","2","2","2","2","0","4","3","0","1","4","0"
"1234",10,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","2","1","1","1","2","2","0","1","1","1","1","4","0"
"1235",10,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","3","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","1","0","4","0"
"1236",9,"1","2","1","1","2","1","5","5","4","1","3","1","1","1","1","1","2","2","3","4","2","2","1","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","0","0","4","0"
"1237",9,"0","1","3","1","1","2","4","5","4","2","1","2","2","2","1","2","2","1","1","3","2","2","1","2","2","1","2","1","1","2","0","2","0","2","0","0","0","0","0","2","2","2","2","2","1","0","4","1","1","1","4","1"
"1238",9,"1","1","3","1","1","1","3","4","3","2","3","1","1","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","1","3","3","0","0","4","3"
"1239",9,"4","1","3","1","2","1","5","5","4","2","1","1","1","1","1","2","1","1","4","2","2","2","2","1","2","2","2","2","1","2","1","2","0","2","0","2","0","0","2","2","1","1","1","2","2","0","1","3","1","0","4","0"
"1240",11,"1","2","1","1","1","1","5","5","4","2","2","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","0","2","1","0","0","0","0","1","1","1","2","2","2","0","1","2","0","0","4","0"
"1241",10,"2","1","3","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","4","2","2","2","1","1","2","1","1","2","1","2","1","2","0","2","0","0","0","0","0","2","2","1","2","2","2","1","2","2","0","0","4","0"
"1242",9,"0","1","1","1","1","1","5","5","4","2","4","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","1","1","1","1","0","4","2"
"1243",9,"1","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","1","1","4","1","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","1","0","0","1","1","1","1","2","2","2","1","3","2","1","1","4","0"
"1244",7,"0","1","4","1","1","1","5","5","4","2","2","2","1","1","1","1","2","1","4","4","2","2","1","2","2","1","1","1","1","2","0","0","0","1","0","0","0","1","1","1","2","2","2","2","2","0","1","4","1","1","4","3"
"1245",9,"0","1","1","1","1","2","5","5","4","1","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","0","1","2","1","1","4","0"
"1246",10,"0","1","3","1","1","1","5","5","4","2","1","1","1","1","1","1","2","1","5","3","2","2","1","2","2","2","2","2","1","2","0","2","0","2","0","0","0","0","1","1","1","1","2","2","2","0","1","1","1","1","4","0"
"1247",11,"0","2","2","2","2","1","5","5","4","2","2","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","0","0","0","1","1","2","2","2","2","2","2","0","1","2","1","0","1","0"
"1248",10,"3","2","2","2","1","1","5","5","4","2","4","1","1","1","2","2","1","2","3","5","1","2","1","2","2","1","1","2","2","2","0","2","0","2","0","0","0","2","1","1","2","1","2","2","2","0","1","2","1","0","2","1"
"1249",7,"0","1","3","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","4","1","2","2","2","1","2","2","2","1","1","1","0","2","1","0","0","0","0","0","1","1","1","1","1","2","2","0","2","1","1","0","4","1"
"1250",8,"1","1","2","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","3","2","2","2","1","2","2","2","2","2","1","2","1","2","0","1","1","0","1","1","0","1","1","1","1","2","2","0","3","2","1","0","4","2"
"1251",9,"2","1","1","1","1","1","5","5","4","1","2","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","2","0","2","0","1","0","0","0","2","1","2","1","2","2","0","1","1","1","0","4","0"
"1252",11,"1","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","2","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","1","2","1","1","4","1"
"1253",9,"0","1","1","1","2","1","5","5","4","1","2","1","1","1","2","2","2","1","3","1","2","2","1","2","2","1","2","1","1","2","1","1","0","2","0","0","0","1","1","1","1","1","2","2","2","1","1","2","0","1","4","4"
"1254",8,"0","2","1","1","2","1","5","5","4","2","3","1","2","1","1","1","2","2","201","3","2","2","1","2","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","1","2","1","2","2","2","0","1","2","0","0","2","0"
"1255",11,"0","1","4","1","2","1","5","5","4","1","2","1","1","1","2","2","2","2","205","3","2","2","1","2","2","2","2","2","2","2","1","2","0","2","1","0","0","0","1","1","1","1","2","2","2","0","1","1","0","1","2","0"
"1256",7,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","6","2","2","2","1","2","2","2","2","1","2","2","1","2","1","1","0","0","0","1","0","1","2","1","2","2","2","0","1","3","1","1","4","0"
"1257",8,"4","1","3","1","2","1","4","5","4","2","3","1","1","1","1","2","2","2","3","2","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","3","2","2","2","2","2","1","1","4","0","1","4","1"
"1258",9,"4","1","4","1","1","1","5","5","3","2","2","1","1","1","1","2","2","1","3","1","2","2","1","1","2","1","2","1","1","1","1","1","0","2","1","1","2","1","0","1","1","2","2","2","2","1","3","2","0","0","4","3"
"1259",9,"1","1","1","2","1","1","5","5","4","2","2","1","1","1","1","2","2","2","202","5","2","2","1","2","2","2","2","2","2","2","1","1","0","1","0","0","0","0","2","1","1","2","2","2","2","0","1","1","0","0","4","0"
"1260",11,"0","1","3","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","4","1","2","2","1","2","2","2","2","2","1","2","0","2","0","0","0","0","0","1","0","1","2","1","2","2","2","0","1","1","1","0","4","0"
"1261",9,"0","1","2","1","1","1","5","5","4","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","1","0","1","1","1","1","4","1"
"1262",7,"2","1","2","1","1","1","4","5","4","2","3","2","1","1","1","2","2","1","4","1","2","2","2","2","2","1","1","2","1","2","1","2","0","0","0","1","0","0","1","2","2","1","1","2","2","1","3","2","0","0","2","0"
"1263",10,"1","1","1","1","1","1","4","5","4","2","3","1","1","1","1","2","2","1","5","1","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","1","1","1","2","1","2","2","2","0","1","1","1","0","4","0"
"1264",8,"4","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","2","1","1","2","2","0","1","1","1","0","4","0"
"1265",11,"0","1","1","1","1","1","5","5","4","1","3","1","1","1","1","2","2","1","3","2","2","2","1","2","2","1","2","1","1","2","0","2","0","2","0","0","0","0","1","1","2","1","2","2","2","1","1","1","0","0","3","0"
"1266",9,"1","1","3","1","1","1","5","5","3","1","2","1","1","1","2","2","2","1","4","2","2","2","1","1","2","2","2","2","1","2","1","1","0","1","0","0","0","0","0","3","2","1","2","2","2","0","3","2","0","1","4","0"
"1267",8,"1","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","5","1","2","1","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","2","2","2","2","0","1","2","0","1","4","0"
"1268",10,"4","1","1","1","1","1","5","5","4","1","3","1","1","1","2","1","2","1","6","1","2","2","1","2","2","2","2","1","2","2","1","2","1","1","2","0","0","1","2","1","2","2","2","2","2","1","3","1","0","0","4","3"
"1269",8,"0","1","2","1","2","1","5","5","4","2","2","2","1","1","1","1","2","1","3","1","2","2","2","2","2","1","2","2","1","2","0","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","2","2","0","0","4","0"
